EMEC609601_Cerceris_compacta.txt	1975-06-26
EMEC609939_Stigmus_sp.txt	1992-09-14/18
NY_00020326.txt	1994-10-28
NY_00040685.txt	1994-11-04
NY_00040919.txt	1992-08-24
NY_00413475.txt	1980-10-15
NY_00413589.txt	1993-03-10
NY_00617450.txt	1946-09-02
NY_00754868.txt	2000-05-16
NY_01334374.txt	1996-07-30
NY_01334391.txt	1955-05-20
NY_01334433.txt	1996-07-30
NY_01334438.txt	1996-07-30
NY_01334464.txt	1996-07-30
NY_01334493.txt	1975-01-20
NY_01334508.txt	1984-06-15
NY_01498065.txt	1976-12-08
NY_01498090.txt	1979-06-07
NY_01498103.txt	1916-03-08
NY_01498166.txt	1991-06-24
NY_01498191.txt	1977-06-06
NY01075765_lg.txt	1898-02-00
NY01075768_lg.txt	1999-05-06
NY01075790_lg.txt	1979-03-16
NY01075792_lg.txt	1976-05-29
NY01075806_lg.txt	1960-09-04
NY01075818_lg.txt	1994-12-03
NY01075822_lg.txt	1994-12-01
NY01075827_lg.txt	1988-12-17
NY01075831_lg.txt	1994-12-05
NY01075837_lg.txt	1988-12-01
TENN-L-0000013_lg.txt	1969-07-18
TENN-L-0000035_lg.txt	1965-10-30
TENN-L-0000057_lg.txt	1941-09-19
TENN-L-0000072_lg.txt	1935-09-20
TENN-L-0000089_lg.txt	1936-07-25
WIS-L-0011734_lg.txt	1982-07-24
WIS-L-0012041_lg.txt	2003-07-19
WIS-L-0012052_lg.txt	2003-07-19
WIS-L-0012056_lg.txt	2003-07-19
WIS-L-0012062_lg.txt	1981-10-00
WIS-L-0012070_lg.txt	1995-07-14
WIS-L-0012071_lg.txt	1989-07-26
